,Original_Tweet,Sentiment,message
653,"Why is Indian media not shining a spotlight on USA politics?

From Biden to Ro, there is so much content that it will put Lalu &amp; #AtiqueAhmed to shame",Positive,"Why is Indian media not shining a spotlight on USA politics?

From Biden to Ro, there is so much content that it will put Lalu &amp; #AtiqueAhmed to shame"
654,@Mr_lovetomar67 @HS55277104 Indian trifercated punjab. You destroyed any hope of electoral politics working in favor of punjabis. And so far as your pakistan conspiracy. Our esitential crisis is India. When Pakistan becomes as big of a concern then we'll deal with it. For now India's facism is killing us,Positive,@Mr_lovetomar67 @HS55277104 Indian trifercated punjab. You destroyed any hope of electoral politics working in favor of punjabis. And so far as your pakistan conspiracy. Our esitential crisis is India. When Pakistan becomes as big of a concern then we'll deal with it. For now India's facism is killing us
655,"#Adani: The real victim of Indian politics. Everyone wants to use him for their own gain! 
 #StopPettyPolitics #StopBlamingAdani https://t.co/fYr5ZGj0XB",Positive,"#Adani: The real victim of Indian politics. Everyone wants to use him for their own gain! 
 #StopPettyPolitics #StopBlamingAdani https://t.co/fYr5ZGj0XB"
656,We do not want any of the American interference in the Indian politics. Rahul is behaving childish. It is time that USA keeps its hands off from the Indians #americaninterference #USABacksRahul #AmitShah #NarendraModi,Negative,We do not want any of the American interference in the Indian politics. Rahul is behaving childish. It is time that USA keeps its hands off from the Indians #americaninterference #USABacksRahul #AmitShah #NarendraModi
657,"@ArvindKejriwal is this u or ur twin brother ? 
U r the biggest liar and the biggest froud ever happened to Indian politics !",Neutral,"@ArvindKejriwal is this u or ur twin brother ? 
U r the biggest liar and the biggest froud ever happened to Indian politics !"
658,"Personal attack has become  comon in Indian politics now a days..

https://t.co/tam3Omgf4g https://t.co/KKOtLaFhIM",Neutral,"Personal attack has become  comon in Indian politics now a days..

https://t.co/tam3Omgf4g https://t.co/KKOtLaFhIM"
659,"@SinghSandhu_ @andolanjiviPb @BasuAshis @TanyaGhosh2312 Testosterone addled racist brains don't make good peaceniks. Once sworn to protect Hindu faith somewhere along the way hatred, politics have poisoned the Sikh narrative. It is Hindus who are oppressed in today's Punjab not Sikhs so stays in your non required Indian (NRI) Lands.",Positive,"@SinghSandhu_ @andolanjiviPb @BasuAshis @TanyaGhosh2312 Testosterone addled racist brains don't make good peaceniks. Once sworn to protect Hindu faith somewhere along the way hatred, politics have poisoned the Sikh narrative. It is Hindus who are oppressed in today's Punjab not Sikhs so stays in your non required Indian (NRI) Lands."
660,"Maybe he thinks his boot licking will help him go places in Indian politics like Giani Zail Singh? That is just how the khandaan operates 🤷🏻
https://t.co/G28nQZJUF4",Neutral,"Maybe he thinks his boot licking will help him go places in Indian politics like Giani Zail Singh? That is just how the khandaan operates 🤷🏻
https://t.co/G28nQZJUF4"
661,@AamAadmiParty @ArvindKejriwal Chor makkar ko pata hai ki floor par kuch bhi bakwas kar le immunity hai from any legal action. Absolute low of Indian politics. Even worse than chara chor is farziwal,Positive,@AamAadmiParty @ArvindKejriwal Chor makkar ko pata hai ki floor par kuch bhi bakwas kar le immunity hai from any legal action. Absolute low of Indian politics. Even worse than chara chor is farziwal
662,"@narendramodi  and @myogiadityanath They have triggered a tectonic shift in Indian politics. Their caliber, confidence, and constructive core have rejuvenated Indian pride and catapulted India to a pole position in geopolitics. Theirs is a juggernaut overcoming the fiercest odds.",Neutral,"@narendramodi  and @myogiadityanath They have triggered a tectonic shift in Indian politics. Their caliber, confidence, and constructive core have rejuvenated Indian pride and catapulted India to a pole position in geopolitics. Theirs is a juggernaut overcoming the fiercest odds."
663,"P V Narsimha Rao's dead body was not allowed inside the AICC Headquarters nor was allowed to be cremated in Delhi. 
Petty Politics by Oxford Bar Returned Petty Woman? 
@kapilsial @Indian_Analyzer @MumbaichaDon @rishibagree",Negative,"P V Narsimha Rao's dead body was not allowed inside the AICC Headquarters nor was allowed to be cremated in Delhi. 
Petty Politics by Oxford Bar Returned Petty Woman? 
@kapilsial @Indian_Analyzer @MumbaichaDon @rishibagree"
664,"@KrisNair1 When employment is scarce, people will not be diverted by temple politics.

Indian citizens are still smart enough to realize this",Positive,"@KrisNair1 When employment is scarce, people will not be diverted by temple politics.

Indian citizens are still smart enough to realize this"
665,"Can you please remove the political questions from exam?...if you watch indian politics closely...you will be depressed.😔
#exams #RRB
#PMOIndia #BiharBoard",Neutral,"Can you please remove the political questions from exam?...if you watch indian politics closely...you will be depressed.😔
#exams #RRB
#PMOIndia #BiharBoard"
666,"Agreed 👍 , punishment is Necessary - Zero tolerance -Pls don't play defensive role in Indian politics @RahulGandhi 🙏🌹",Neutral,"Agreed 👍 , punishment is Necessary - Zero tolerance -Pls don't play defensive role in Indian politics @RahulGandhi 🙏🌹"
667,"Even after having enough evidence against @ArvindKejriwal  @AmitShah and @narendramodi is going soft on this #LieMaster 

@ArvindKejriwal is a scam in Indian politics, should be uprooted for civility and honest politics in India 
 https://t.co/96kiO7zUom",Positive,"Even after having enough evidence against @ArvindKejriwal  @AmitShah and @narendramodi is going soft on this #LieMaster 

@ArvindKejriwal is a scam in Indian politics, should be uprooted for civility and honest politics in India 
 https://t.co/96kiO7zUom"
668,"@AamAadmiParty Is there any politician without shabby record and not  corrupted in the history of Indian Politics? You can not hint a name ever.After all it is politics!The definition of ""democracy.""",Neutral,"@AamAadmiParty Is there any politician without shabby record and not  corrupted in the history of Indian Politics? You can not hint a name ever.After all it is politics!The definition of ""democracy."""
669,"Watch this politically insightful episode of Shut Up Ya Kunal (@kunalkamra88) where Minister @KTRBRS speaks of Indian politics, economy of the State and much more. 

https://t.co/5rGy6OHFuY",Positive,"Watch this politically insightful episode of Shut Up Ya Kunal (@kunalkamra88) where Minister @KTRBRS speaks of Indian politics, economy of the State and much more. 

https://t.co/5rGy6OHFuY"
670,"Expenditure on the popularization of 6 Indian Classical Languages
#Sanskrit : 600 crores
#Tamil : 25 crores
#Kannada : 4 crores 
#Telugu : 4 crores
#Malayalam : 0
#Odiya : 0
#BJP the most prejudiced Political party ever in history of Indian politics
#Hypocrisy",Neutral,"Expenditure on the popularization of 6 Indian Classical Languages
#Sanskrit : 600 crores
#Tamil : 25 crores
#Kannada : 4 crores 
#Telugu : 4 crores
#Malayalam : 0
#Odiya : 0
#BJP the most prejudiced Political party ever in history of Indian politics
#Hypocrisy"
671,"@jothims
GANDHIJI's HEAVEN VOICE
@TimesNow
hope it's a forward message but WORTH and EXPOSING the TRUTH
@republic
Respected INDIAN CITIZENS 
NAMASKAAR 
I am the ORIGINAL GANDHI
None of my RELATIVES are in POLITICS
Beware of FAKE GANDHI'S
@INCIndia @priyankagandhi @RahulGandhi https://t.co/VmMQzb4Pnt",Positive,"@jothims
GANDHIJI's HEAVEN VOICE
@TimesNow
hope it's a forward message but WORTH and EXPOSING the TRUTH
@republic
Respected INDIAN CITIZENS 
NAMASKAAR 
I am the ORIGINAL GANDHI
None of my RELATIVES are in POLITICS
Beware of FAKE GANDHI'S
@INCIndia @priyankagandhi @RahulGandhi https://t.co/VmMQzb4Pnt"
672,@Cricketracker Team which was lead by the captain who was the most deserving player in Indian team but politics let him down 🥺💕,Positive,@Cricketracker Team which was lead by the captain who was the most deserving player in Indian team but politics let him down 🥺💕
673,"@listen2dil It’s not just the crowd but Lokesh is the finest politician ever in Indian politics. Educated and experienced with highest possible degree even the most elite of society can only dream of. Good, simple down to earth and empathetic human in-spite of the most privileged back ground",Positive,"@listen2dil It’s not just the crowd but Lokesh is the finest politician ever in Indian politics. Educated and experienced with highest possible degree even the most elite of society can only dream of. Good, simple down to earth and empathetic human in-spite of the most privileged back ground"
674,😅😃😃🤣🤣🤣🤣🤣liar liar liar. Even small kid of India know he is biggest liar in Indian politics,Negative,😅😃😃🤣🤣🤣🤣🤣liar liar liar. Even small kid of India know he is biggest liar in Indian politics
675,"@TamizhanStock @AmmU_MaanU @realitycheckind Agreed,no one will care about Anbil, even if he is disqualified(just for hypothetical example).Indian politics is hugely hierarchical,unless RG,Stalin, or any party owner is impacted no one protests. Anbil,PTR etc will lose deposit without DMK ticket",Positive,"@TamizhanStock @AmmU_MaanU @realitycheckind Agreed,no one will care about Anbil, even if he is disqualified(just for hypothetical example).Indian politics is hugely hierarchical,unless RG,Stalin, or any party owner is impacted no one protests. Anbil,PTR etc will lose deposit without DMK ticket"
